,Datum,Wohnungsart,Zimmeranzahl,Wohnungsgrösse_m2,Verkaufspreis,Wohnungs_Adresse,Kanton,Latitude/Longitude
476,2022-11-30,serp_responsive#badge_new_building_lite,3.5,121,885000,"Dornachstrasse, 9443 Widnau, SG",SG,"(47.4134122, 9.6334576)"
477,2022-11-30,serp_responsive#badge_new_building_lite,4.5,140,1045000,"Dornachstrasse, 9443 Widnau, SG",SG,"(47.4134122, 9.6334576)"
478,2022-11-30,serp_responsive#badge_new_building,3.5,93,795000,"Balatrain 13, 7304 Maienfeld, GR",GR,"(47.0051917, 9.5315718)"
479,2022-11-30,serp_responsive#badge_new_building,3.5,93,985000,"Balatrain 25, 7304 Maienfeld, GR",GR,"(47.0051917, 9.5315718)"
480,2022-11-30,serp_responsive#badge_new_building,4.5,118,1005000,"Balatrain 13, 7304 Maienfeld, GR",GR,"(47.0051917, 9.5315718)"
481,2022-11-30,serp_responsive#badge_new_building,4.5,120,1235000,"Balatrain 21, 7304 Maienfeld, GR",GR,"(47.0051917, 9.5315718)"
482,2022-11-30,serp_responsive#badge_new_building_lite,4.5,109,810000,"Alte Strasse 459, 5728 Gontenschwil, AG",AG,"(47.270162, 8.1470611)"
483,2022-11-30,serp_responsive#badge_new_building_lite,4.5,135,785000,"Alte Strasse 459, 5728 Gontenschwil, AG",AG,"(47.270162, 8.1470611)"
484,2022-11-30,serp_responsive#badge_new_building_lite,4.5,157,2320000,"rue du Petit Vallon, 3963 Crans-Montana, VS",VS,"(None, None)"
485,2022-11-30,serp_responsive#badge_new_building_lite,4.5,157,2395000,"rue du Petit Vallon, 3963 Crans-Montana, VS",VS,"(None, None)"
486,2022-11-30,serp_responsive#badge_new_building_lite,5.5,134,999000,"Ischenstrasse 7, 6376 Emmetten, NW",NW,"(46.9557267, 8.509787)"
487,2022-11-30,serp_responsive#badge_new_building_lite,3.5,97,710000,"5070 Frick, AG",AG,"(47.5069317306914, 8.021244800758854)"
488,2022-11-30,serp_responsive#badge_new_building_lite,5.5,128,950000,"5070 Frick, AG",AG,"(47.5069317306914, 8.021244800758854)"
489,2022-11-30,serp_responsive#badge_new_building_lite,4.5,103,840000,"6982 Agno, TI",TI,"(45.99990177692308, 8.902451184615384)"
490,2022-11-30,serp_responsive#badge_new_building_lite,4.5,105,830000,"6982 Agno, TI",TI,"(45.99990177692308, 8.902451184615384)"
491,2022-11-30,serp_responsive#badge_new_building_lite,3.5,105,450000,"Le Bourg 39, 2950 Courgenay, JU",JU,"(47.4027828, 7.125286635634951)"
492,2022-11-30,serp_responsive#badge_new_building_lite,5.5,131,1630000,"Neuchâtel, 2000 Neuchâtel, NE",NE,"(46.9965783, 6.9358276)"
493,2022-11-30,serp_responsive#badge_new_building_lite,4.5,268,4300000,"rue du Petit Vallon, 3963 Crans-Montana, VS",VS,"(None, None)"
494,2022-11-30,serp_responsive#badge_new_building_lite,4.5,268,4200000,"rue du Petit Vallon, 3963 Crans-Montana, VS",VS,"(None, None)"
495,2022-11-30,serp_responsive#badge_new_building_lite,2.5,73,378000,"Via del Tiglio, 6592 S. Antonino, TI",TI,"(46.1562773, 8.9787387)"
496,2022-11-30,serp_responsive#badge_new_building_lite,5.5,187,920000,"6264 Pfaffnau, LU",LU,"(47.22990138109243, 7.898995735714285)"
497,2022-11-30,serp_responsive#badge_new_building_lite,4.5,180,1430000,"1987 Hérémence, VS",VS,"(46.162748057509994, 7.395490420788121)"
498,2022-11-30,serp_responsive#badge_new_building_lite,2.5,57,430000,"6595 Riazzino, TI",TI,"(46.1769626, 8.8885494)"
499,2022-11-30,serp_responsive#badge_new_building_lite,3.5,116,603000,"Stöck, 3425 Koppigen, BE",BE,"(47.1329192, 7.5990843)"
500,2022-11-30,serp_responsive#badge_new_building_lite,4.5,98,685000,"Stationsrain 3, 5102 Rupperswil, AG",AG,"(47.404147449999996, 8.127256608945963)"
501,2022-11-30,serp_responsive#badge_new_building_lite,3.5,82,920000,"Dorfstrasse 31, 6375 Beckenried, NW",NW,"(46.96852855, 8.459380571395503)"
502,2022-11-30,serp_responsive#badge_new_building_lite,3.5,102,560000,"Pré Pury, 1749 Middes, FR",FR,"(None, None)"
503,2022-11-30,serp_responsive#badge_new_building_lite,2.5,40,245000,"Pré Pury, 1749 Middes, FR",FR,"(None, None)"
504,2022-11-30,serp_responsive#badge_new_building_lite,1.0,60,313000,"Pré Pury, 1749 Middes, FR",FR,"(None, None)"
505,2022-11-30,serp_responsive#badge_new_building_lite,1.0,60,313000,"Pré Pury, 1749 Middes, FR",FR,"(None, None)"
506,2022-11-30,serp_responsive#badge_new_building_lite,3.5,102,570000,"Pré Pury, 1749 Middes, FR",FR,"(None, None)"
507,2022-11-30,serp_responsive#badge_new_building_lite,3.5,102,560000,"Pré Pury, 1749 Middes, FR",FR,"(None, None)"
508,2022-11-30,serp_responsive#badge_new_building_lite,4.5,122,735000,"Pré Pury, 1749 Middes, FR",FR,"(None, None)"
509,2022-11-30,serp_responsive#badge_new_building_lite,3.5,102,550000,"Pré Pury, 1749 Middes, FR",FR,"(None, None)"
510,2022-11-30,serp_responsive#badge_new_building_lite,2.5,55,320000,"Pré Pury, 1749 Middes, FR",FR,"(None, None)"
511,2022-11-30,serp_responsive#badge_new_building_lite,4.5,121,655000,"Chemin des Grands-Prés 2, 1896 Vouvry, VS",VS,"(46.3327874, 6.890409275023913)"
512,2022-11-30,serp_responsive#badge_new_building_lite,1.0,42,445000,"1032 Romanel-sur-Lausanne, VD",VD,"(46.56374744740406, 6.603710535440181)"
513,2022-11-30,serp_responsive#badge_new_building_lite,3.5,99,860000,"1032 Romanel-sur-Lausanne, VD",VD,"(46.56374744740406, 6.603710535440181)"
514,2022-11-30,serp_responsive#badge_new_building_lite,3.5,99,860000,"1032 Romanel-sur-Lausanne, VD",VD,"(46.56374744740406, 6.603710535440181)"
515,2022-11-30,serp_responsive#badge_new_building_lite,1.0,40,495000,"Dans les hauteurs de Bourg-en-Lavaux, 1091 Grandvaux, VD",VD,"(None, None)"
516,2022-11-30,serp_responsive#badge_new_building,4.5,127,832000,"Schwendetalstrasse, 9057 Schwende, AI",AI,"(47.2869715, 9.4296722)"
517,2022-11-30,serp_responsive#badge_new_building,3.5,77,649000,"Schwendetalstrasse, 9057 Schwende, AI",AI,"(47.2869715, 9.4296722)"
518,2022-11-30,serp_responsive#badge_new_building,3.5,98,870000,"Schwendetalstrasse, 9057 Schwende, AI",AI,"(47.2869715, 9.4296722)"
519,2022-11-30,serp_responsive#badge_new_building,3.5,116,1020000,"Schwendetalstrasse, 9057 Schwende, AI",AI,"(47.2869715, 9.4296722)"
520,2022-11-30,serp_responsive#badge_new_building,4.5,130,1060000,"Schwendetalstrasse, 9057 Schwende, AI",AI,"(47.2869715, 9.4296722)"
521,2022-11-30,serp_responsive#badge_new_building,4.5,109,820000,"Schwendetalstrasse, 9057 Schwende, AI",AI,"(47.2869715, 9.4296722)"
522,2022-11-30,serp_responsive#badge_new_building,4.5,131,1100000,"Schwendetalstrasse, 9057 Schwende, AI",AI,"(47.2869715, 9.4296722)"
523,2022-11-30,Neubauprojekt,3.5,111,880000,"Schwendetalstrasse, 9057 Schwende, AI",AI,"(47.2869715, 9.4296722)"
524,2022-11-30,Neubauprojekt,5.5,146,926000,"Schwendetalstrasse, 9057 Schwende, AI",AI,"(47.2869715, 9.4296722)"
525,2022-11-30,Neubauprojekt,4.5,118,990000,"Schwendetalstrasse, 9057 Schwende, AI",AI,"(47.2869715, 9.4296722)"
526,2022-11-30,Neubauprojekt,3.5,113,955000,"Schwendetalstrasse, 9057 Schwende, AI",AI,"(47.2869715, 9.4296722)"
527,2022-11-30,Neubauprojekt,4.5,125,908000,"Schwendetalstrasse, 9057 Schwende, AI",AI,"(47.2869715, 9.4296722)"
528,2022-11-30,Neubauprojekt,3.5,116,865000,"Schwendetalstrasse, 9057 Schwende, AI",AI,"(47.2869715, 9.4296722)"
529,2022-11-30,Neubauprojekt,4.5,121,820000,"Schwendetalstrasse, 9057 Schwende, AI",AI,"(47.2869715, 9.4296722)"
530,2022-11-30,Neubauprojekt,4.5,109,925000,"Schwendetalstrasse, 9057 Schwende, AI",AI,"(47.2869715, 9.4296722)"
531,2022-11-30,Neubauprojekt,5.5,159,985000,"Schwendetalstrasse, 9057 Schwende, AI",AI,"(47.2869715, 9.4296722)"
532,2022-11-30,Neubauprojekt,4.5,137,820000,"Schwendetalstrasse, 9057 Schwende, AI",AI,"(47.2869715, 9.4296722)"
533,2022-11-30,Neubauprojekt,4.5,146,960000,"Schwendetalstrasse, 9057 Schwende, AI",AI,"(47.2869715, 9.4296722)"
534,2022-11-30,Neubauprojekt,4.5,114,860000,"Schwendetalstrasse, 9057 Schwende, AI",AI,"(47.2869715, 9.4296722)"
535,2022-11-30,Neubau,2.0,65,650100,"Grand Combe 105, 3961 Grimentz, VS",VS,"(46.1816531, 7.573974)"
536,2022-11-30,Neubau,4.5,118,730000,"1148 Villars-Bozon, VD",VD,"(46.6074559, 6.4063577)"
537,2022-11-30,Neubau,4.5,123,765000,"1148 Villars-Bozon, VD",VD,"(46.6074559, 6.4063577)"
538,2022-11-30,Neubau,3.5,116,890000,"Hinterdorfstrasse, 5707 Seengen, AG",AG,"(47.3281397, 8.2052914)"
539,2022-11-30,Neubau,5.5,139,1050000,"Singisenstrasse, 5630 Muri AG, AG",AG,"(47.2735307, 8.3326455)"
540,2022-11-30,Neubau,4.5,102,860000,"Singisenstrasse, 5630 Muri AG, AG",AG,"(47.2735307, 8.3326455)"
541,2022-11-30,Neubau,2.5,79,560000,"Salmsacherstrasse 15, 15a, 15b, 8590 Romanshorn, TG",TG,"(None, None)"
542,2022-11-30,Neubau,5.5,128,860000,"Salmsacherstrasse 15, 15a, 15b, 8590 Romanshorn, TG",TG,"(None, None)"
543,2022-11-30,Neubau,4.5,104,710000,"Salmsacherstrasse 15, 15a, 15b, 8590 Romanshorn, TG",TG,"(None, None)"
544,2022-11-30,Neubau,3.5,82,465000,"La Cua 7, 1563 Dompierre FR, FR",FR,"(46.851096600000005, 6.993408699183347)"
545,2022-11-30,Neubau,4.5,96,585000,"La Cua 7, 1563 Dompierre FR, FR",FR,"(46.851096600000005, 6.993408699183347)"
546,2022-11-30,Neubau,4.5,96,565000,"La Cua 7, 1563 Dompierre FR, FR",FR,"(46.851096600000005, 6.993408699183347)"
547,2022-11-30,Neubau,3.5,82,495000,"La Cua 7, 1563 Dompierre FR, FR",FR,"(46.851096600000005, 6.993408699183347)"
548,2022-11-30,Neubau,2.5,55,340000,"La Cua 7, 1563 Dompierre FR, FR",FR,"(46.851096600000005, 6.993408699183347)"
549,2022-11-30,Neubau,4.5,93,595000,"La Cua 7, 1563 Dompierre FR, FR",FR,"(46.851096600000005, 6.993408699183347)"
550,2022-11-30,Neubau,3.5,85,605000,"rue de vuary 51, 1530 Payerne, VD",VD,"(46.823719999999994, 6.934640750768717)"
551,2022-11-30,Neubau,3.5,92,1450000,"Allmendgütlistrasse 39, 8810 Horgen, ZH",ZH,"(47.25329735, 8.608114686862207)"
552,2022-11-30,Neubau,3.5,100,1580000,"Allmendgütlistrasse 39, 8810 Horgen, ZH",ZH,"(47.25329735, 8.608114686862207)"
553,2022-11-30,Neubau,4.5,120,1920000,"Allmendgütlistrasse 43, 8810 Horgen, ZH",ZH,"(47.253496600000005, 8.607762172067638)"
554,2022-11-30,Neubau,4.5,116,890000,"Sankt Gallerstrasse 156, 9320 Arbon, TG",TG,"(None, None)"
555,2022-11-30,Neubau,4.5,122,964000,"Rue du Parcouret, 1964 Conthey, VS",VS,"(None, None)"
556,2022-11-30,Neubau,2.5,57,378000,"Rue du Parcouret, 1964 Conthey, VS",VS,"(None, None)"
557,2022-11-30,Neubau,3.5,92,624000,"Rue du Parcouret, 1964 Conthey, VS",VS,"(None, None)"
558,2022-11-30,Neubau,1.5,37,218000,"Rue du Parcouret, 1964 Conthey, VS",VS,"(None, None)"
559,2022-11-30,Neubau,3.0,106,850000,"Via Franco Zorzi 4, 6900 Paradiso, TI",TI,"(45.9913457, 8.9433785)"
560,2022-11-30,Neubau,4.5,176,1150000,"Schlattrainstrasse, 9242 Oberuzwil, SG",SG,"(47.426749, 9.1312786)"
561,2022-11-30,Neubau,5.5,132,995000,"galgenrainweg, 3132 Riggisberg, BE",BE,"(None, None)"
562,2022-11-30,Neubau,4.5,115,950000,"galgenrainweg, 3132 Riggisberg, BE",BE,"(None, None)"
563,2022-11-30,Neubau,4.5,116,830000,"Mühlematten 4, 4455 Zunzgen, BL",BL,"(None, None)"
564,2022-11-30,Neubau,3.5,71,0,"1820 Montreux, VD",VD,"(46.4311352006689, 6.915873086287625)"
565,2022-11-30,Neubau,5.5,130,0,"1820 Montreux, VD",VD,"(46.4311352006689, 6.915873086287625)"
566,2022-11-30,Neubauprojekt,2.5,66,400000,"Vielmattstrasse, 3512 Walkringen, BE",BE,"(46.9436329, 7.6171894)"
567,2022-11-30,Neubauprojekt,2.5,66,400000,"Vielmattstrasse, 3512 Walkringen, BE",BE,"(46.9436329, 7.6171894)"
568,2022-11-30,Neubauprojekt,4.5,108,685000,"Vielmattstrasse, 3512 Walkringen, BE",BE,"(46.9436329, 7.6171894)"
569,2022-11-30,Neubauprojekt,4.5,107,810000,"Vielmattstrasse, 3512 Walkringen, BE",BE,"(46.9436329, 7.6171894)"
570,2022-11-30,Neubauprojekt,4.5,107,620000,"Kanalstrasse 26 b, 8575 Bürglen TG, TG",TG,"(47.5445109, 9.158089)"
571,2022-11-30,Neubau,4.5,108,990000,"1176 St-Livres, VD",VD,"(46.50808427692308, 6.387373096153846)"
572,2022-11-30,Neubau,4.5,153,1480000,"Rebenweg 18, 8917 Oberlunkhofen, AG",AG,"(47.3123454, 8.3927564)"
573,2022-11-30,Neubau,3.5,102,520000,"Rue Hermann Geiger, 1950 Sion, VS",VS,"(46.2242643, 7.3379495)"
574,2022-11-30,Neubau,4.5,122,610000,"Rue Hermann Geiger, 1950 Sion, VS",VS,"(46.2242643, 7.3379495)"
575,2022-11-30,Neubau,5.5,175,1290000,"Haldenstrasse 30, 9548 Matzingen, TG",TG,"(47.52650375, 8.927410799999995)"
576,2022-11-30,Neubau,5.5,180,1490000,"Fürstenlandstrasse 69, 9500 Wil SG, SG",SG,"(47.465272999999996, 9.06389165)"
577,2022-11-30,Neubau,3.5,153,745000,"Ringstrasse 5, 3362 Niederönz, BE",BE,"(47.1884181, 7.6970034)"
578,2022-11-30,Neubau,5.5,113,675000,"Rossweid 3, 5619 Büttikon AG, AG",AG,"(47.3294629, 8.2743024)"
579,2022-11-30,Neubau,3.5,82,685000,"Nelkenstrasse 16, 4410 Liestal, BL",BL,"(47.4829419, 7.7407174)"
580,2022-11-30,Neubau,4.5,139,950000,"Via Portiora, 15, 6500 Bellinzona, TI",TI,"(46.2141862, 9.0317081)"
581,2022-11-30,Neubau,3.5,132,885000,"Untere Grundgasse 7, 9500 Wil SG, SG",SG,"(47.4717888, 9.0573761)"
582,2022-11-30,Neubau,4.5,150,1025000,"Untere Grundgasse 7, 9500 Wil SG, SG",SG,"(47.4717888, 9.0573761)"
583,2022-11-30,Neubau,3.5,116,795000,"Grundweg 11, 9500 Wil SG, SG",SG,"(47.47243515, 9.056847600000001)"
584,2022-11-30,Neubau,3.0,106,850000,"Via Franco Zorzi 4, 6900 Paradiso, TI",TI,"(45.9913457, 8.9433785)"
585,2022-11-30,Neubau,2.5,77,645000,"Untere Grundgasse 9, 9500 Wil SG, SG",SG,"(47.4717888, 9.0573761)"
586,2022-11-30,Neubau,3.5,120,850000,"Untere Grundgasse 7, 9500 Wil SG, SG",SG,"(47.4717888, 9.0573761)"
587,2022-11-30,Neubau,4.5,175,1625000,"Untere Grundgasse 9, 9500 Wil SG, SG",SG,"(47.4717888, 9.0573761)"
588,2022-11-30,Neubau,5.5,173,1145000,"Untere Grundgasse 8, 9500 Wil SG, SG",SG,"(47.4717888, 9.0573761)"
589,2022-11-30,Neubau,4.5,155,970000,"Untere Grundgasse 9, 9500 Wil SG, SG",SG,"(47.4717888, 9.0573761)"
590,2022-11-30,Neubau,3.5,160,1375000,"Untere Grundgasse 7, 9500 Wil SG, SG",SG,"(47.4717888, 9.0573761)"
591,2022-11-30,Neubau,4.5,180,1585000,"Untere Grundgasse 8, 9500 Wil SG, SG",SG,"(47.4717888, 9.0573761)"
592,2022-11-30,Neubau,4.5,164,2750000,"Hechtweg 10, 3645 Gwatt (Thun), BE",BE,"(46.729130850000004, 7.62867005)"
593,2022-11-30,Neubau,4.5,163,2500000,"Hechtweg 10, 3645 Gwatt (Thun), BE",BE,"(46.729130850000004, 7.62867005)"
594,2022-11-30,serp_responsive#badge_new_building_lite,3.5,78,565000,"Vordergasse 6, 3858 Hofstetten b. Brienz, BE",BE,"(None, None)"
595,2022-11-30,Construction neuve,4.5,102,635000,"Allmend 3, 3504 Oberhünigen, BE",BE,"(None, None)"
596,2022-11-30,Construction neuve,5.5,139,950000,"Lilienweg 7, 3426 Aefligen, BE",BE,"(47.0935874, 7.5592195)"
597,2022-11-30,serp_responsive#badge_new_building_lite,4.5,120,675000,"Allmend 3, 3504 Oberhünigen, BE",BE,"(None, None)"
598,2022-11-30,serp_responsive#badge_new_building_lite,4.5,125,735000,"Allmend 3, 3504 Oberhünigen, BE",BE,"(None, None)"
599,2022-11-30,New building,4.5,108,646000,"1920 Martigny, VS",VS,"(46.10201942937245, 7.075074532640179)"
600,2022-11-30,Neubau,5.5,138,1250000,"Bläuenstrasse 2, 5018 Erlinsbach, AG",AG,"(47.3956512, 8.0159695)"
601,2022-11-30,Neubau,5.5,133,1300000,"Bläuenstrasse 2, 5018 Erlinsbach, AG",AG,"(47.3956512, 8.0159695)"
602,2022-11-30,Neubau,3.5,86,990000,"Bläuenstrasse 2, 5018 Erlinsbach, AG",AG,"(47.3956512, 8.0159695)"
603,2022-11-30,Neubau,5.5,150,1320000,"Bläuenstrasse 2, 5018 Erlinsbach, AG",AG,"(47.3956512, 8.0159695)"
