Datum,Wohnungsart,Zimmeranzahl,Wohnungsgrösse_m2,Verkaufspreis,Wohnungs_Adresse
2022-12-11,n/a,"5,5 Zimmer",140 m²,Preis auf Anfrage,"Tuchmacherstrasse 76, 8041 Zürich, ZH"
2022-12-11,n/a,"3,5 Zimmer",97 m²,CHF 720 000.—,"Alice Vogt-Strasse 11, 4226 Breitenbach, SO"
2022-12-11,n/a,"4,5 Zimmer",100 m²,CHF 565 000.—,"Schulstrasse 303, 5326 Schwaderloch, AG"
2022-12-11,n/a,178 m²,n/a,CHF 1 705 000.—,"Ferrajoz-Millière, 1052 Le Mont-sur-Lausanne, VD"
2022-12-11,Neubau,"4,5 Zimmer",102 m²,CHF 635 000.—,"Allmend 3, 3504 Oberhünigen, BE"
2022-12-11,n/a,"4,5 Zimmer",101 m²,CHF 690 000.—,"8580 Amriswil, TG"
2022-12-11,n/a,"5,5 Zimmer",125 m²,CHF 970 000.—,"Hofwilstrasse 136, 3053 Münchenbuchsee, BE"
2022-12-11,n/a,"4,5 Zimmer",148 m²,CHF 855 000.—,"6055 Alpnach Dorf, OW"
2022-12-11,n/a,"4,5 Zimmer",114 m²,CHF 840 000.—,"Sportstrasse 8/8a, 9200 Gossau SG, SG"
2022-12-11,n/a,6 Zimmer,180 m²,CHF 1 285 000.—,"Route du Château d'Affry, 1762 Givisiez, FR"
2022-12-11,n/a,"3,5 Zimmer",105 m²,CHF 470 000.—,"Route de Sion 30B, 1974 Arbaz, VS"
2022-12-11,n/a,"4,5 Zimmer",108 m²,CHF 795 000.—,"Landstrasse 111, 5415 Nussbaumen AG, AG"
2022-12-11,n/a,"3,5 Zimmer",79 m²,Preis auf Anfrage,"Bifang 8, 8757 Filzbach, GL"
2022-12-11,n/a,3 Zimmer,70 m²,CHF 1 190 000.—,"Route de Verbier Station, 1936 Verbier, VS"
2022-12-11,n/a,3 Zimmer,78 m²,CHF 800 000.—,"Les Rochegrises 12 (Beryl), 1884 Villars-sur-Ollon, VD"
2022-12-11,n/a,"4,5 Zimmer",106 m²,CHF 595 000.—,"3714 Wengi b. Frutigen, BE"
2022-12-11,n/a,"3,5 Zimmer",95 m²,CHF 790 000.—,"Hasenbergstrasse 2, 8953 Dietikon, ZH"
2022-12-11,n/a,5 Zimmer,154 m²,CHF 1 095 000.—,"Sanggenbühl 18, 3655 Sigriswil, BE"
2022-12-11,n/a,"3,5 Zimmer",94 m²,CHF 470 000.—,"Agges, 1635 La Tour-de-Trême, FR"
2022-12-11,n/a,"2,5 Zimmer",57 m²,CHF 445 000.—,"Weinbergstrasse 10, 8212 Neuhausen am Rheinfall, SH"
2022-12-11,n/a,"4,5 Zimmer",110 m²,CHF 559 000.—,"Hintere Schachenstrasse 43, 5013 Niedergösgen, SO"
2022-12-11,n/a,5 Zimmer,140 m²,CHF 1 800 000.—,"Route de la Moubra, 21, 3963 Crans-Montana, VS"
2022-12-11,n/a,"3,5 Zimmer",67 m²,CHF 400 000.—,"5210 Windisch, AG"
2022-12-11,n/a,"3,5 Zimmer",67 m²,CHF 400 000.—,"5210 Windisch, AG"
2022-12-11,n/a,"5,5 Zimmer",133 m²,CHF 955 000.—,"5452 Oberrohrdorf, AG"
2022-12-11,n/a,"4,5 Zimmer",110 m²,CHF 697 000.—,"5242 Lupfig, AG"
2022-12-11,n/a,"4,5 Zimmer",106 m²,CHF 580 000.—,"Bielstrasse 17, 3252 Worben, BE"
2022-12-11,n/a,5 Zimmer,401 m²,CHF 11 999 900.—,"Haldenstrasse 57, 6006 Luzern, LU"
2022-12-11,n/a,"4,5 Zimmer",121 m²,CHF 795 000.—,"Flugbrunnenstrasse 20A, 3000 Bern, BE"
2022-12-11,n/a,"3,5 Zimmer",101 m²,CHF 1 370 000.—,"Breitestrasse 47, 4132 Muttenz, BL"
2022-12-11,Neubau,"5,5 Zimmer",175 m²,CHF 878 000.—,"Druckerstutz 17, 3436 Zollbrück, BE"
2022-12-11,n/a,"5,5 Zimmer",130 m²,CHF 995 000.—,"Geschinaweg 23, 3900 Brig, VS"
2022-12-11,n/a,"4,5 Zimmer",112 m²,CHF 685 000.—,"Oberdorfstrasse 1, 9506 Lommis, TG"
2022-12-11,n/a,"4,5 Zimmer",144 m²,CHF 760 000.—,"Bleike 19, 3911 Ried-Brig, VS"
2022-12-11,n/a,"5,5 Zimmer",181 m²,CHF 1 274 000.—,"Bleike 19, 3911 Ried-Brig, VS"
2022-12-11,n/a,"4,5 Zimmer",152 m²,CHF 2 190 000.—,"Hintere Rietstrasse 29, 8103 Unterengstringen, ZH"
2022-12-11,n/a,4 Zimmer,132 m²,CHF 1 500 000.—,"Chemin de l'Argilière, 1234 Vessy, GE"
2022-12-11,n/a,n/a,n/a,CHF 309 000.—,"45.848554, 9.013788, 6834 Morbio Inferiore, TI"
2022-12-11,n/a,"5,5 Zimmer",160 m²,CHF 1 120 000.—,"3900 Brig, VS"
2022-12-11,n/a,"4,5 Zimmer",134 m²,CHF 1 100 000.—,"Bodenweg 4, 2572 Sutz, BE"
2022-12-11,n/a,"3,5 Zimmer",88 m²,CHF 890 000.—,"Postgässli 12, 8345 Adetswil, ZH"
2022-12-11,n/a,"2,5 Zimmer",56 m²,CHF 399 000.—,"Rue des Comtes 1, 1680 Romont FR, FR"
2022-12-11,n/a,"4,5 Zimmer",110 m²,CHF 803 000.—,"Route de Bettens 27, 1306 Daillens, VD"
2022-12-11,n/a,"5,5 Zimmer",n/a,Preis auf Anfrage,"Sonnenbergstrasse 4/6/8, 5600 Lenzburg, AG"
2022-12-11,n/a,"4,5 Zimmer",93 m²,CHF 520 000.—,"Juraweg 18, 5603 Staufen, AG"
2022-12-11,Neubau,"3,5 Zimmer",82 m²,CHF 465 000.—,"La Cua 7, 1563 Dompierre FR, FR"
2022-12-11,n/a,"5,5 Zimmer",152 m²,CHF 1 280 000.—,"Chrüzacherstrasse 12, 8340 Hinwil, ZH"
2022-12-11,n/a,"4,5 Zimmer",168 m²,CHF 2 650 000.—,"Raintrasse 16, 8134 Adliswil, ZH"
2022-12-11,n/a,"3,5 Zimmer",90 m²,CHF 535 000.—,"Jurastrasse 8, 5442 Fislisbach, AG"
2022-12-11,n/a,"4,5 Zimmer",100 m²,CHF 425 000.—,"Via Carlo Maderno 30, 6825 Capolago, TI"
2022-12-11,n/a,"4,5 Zimmer",130 m²,CHF 799 000.—,"Schüssemattstrasse 2, 5736 Burg AG, AG"
2022-12-11,Neubau,"4,5 Zimmer",122 m²,CHF 964 000.—,"Rue du Parcouret, 1964 Conthey, VS"
2022-12-11,Neubau,"2,5 Zimmer",57 m²,CHF 378 000.—,"Rue du Parcouret, 1964 Conthey, VS"
2022-12-11,Neubau,"3,5 Zimmer",92 m²,CHF 624 000.—,"Rue du Parcouret, 1964 Conthey, VS"
2022-12-11,Neubau,"1,5 Zimmer",37 m²,CHF 218 000.—,"Rue du Parcouret, 1964 Conthey, VS"
2022-12-11,n/a,"5,5 Zimmer",237 m²,CHF 2 900 000.—,"Zürcherstrasse 67, 8640 Rapperswil SG, SG"
2022-12-11,n/a,"4,5 Zimmer",108 m²,CHF 970 000.—,"Kilchmattstrasse, 18, 4132 Muttenz, BL"
2022-12-11,n/a,"3,5 Zimmer",116 m²,CHF 913 000.—,"Chrummacherweg 1, 4460 Gelterkinden, BL"
2022-12-11,n/a,"4,5 Zimmer",112 m²,CHF 725 000.—,"Säntisstrasse 29, 8580 Amriswil, TG"
2022-12-11,n/a,"5,5 Zimmer",169 m²,CHF 1 395 000.—,"Säntisstrasse 29, 8580 Amriswil, TG"
2022-12-11,n/a,"3,5 Zimmer",92 m²,CHF 1 120 000.—,"Avenue du Prieuré 21, 1009 Pully, VD"
2022-12-11,n/a,"4,5 Zimmer",120 m²,CHF 650 000.—,"Chemin du Carolet, 1950 Sion, VS"
2022-12-11,n/a,"3,5 Zimmer",139 m²,CHF 650 000.—,"3960 Sierre, VS"
2022-12-11,n/a,"5,5 Zimmer",219 m²,CHF 995 000.—,"3960 Sierre, VS"
2022-12-11,n/a,"4,5 Zimmer",122 m²,CHF 980 000.—,"1400 Yverdon-les-Bains, VD"
2022-12-11,n/a,"5,5 Zimmer",120 m²,CHF 695 000.—,"Ch.arche 19 a, 1870 Monthey, VS"
2022-12-11,n/a,"4,5 Zimmer",140 m²,CHF 2 450 000.—,"6047 Kastanienbaum, LU"
2022-12-11,n/a,"3,5 Zimmer",98 m²,CHF 885 000.—,"Via Gerso, 6900 Lugano, TI"
2022-12-11,n/a,"2,5 Zimmer",72 m²,CHF 545 000.—,"Via Gerso, 6900 Lugano, TI"
2022-12-11,n/a,"4,5 Zimmer",123 m²,CHF 965 000.—,"Luzernerstrasse 50, 4800 Zofingen, AG"
2022-12-11,n/a,"4,5 Zimmer",145 m²,CHF 691 000.—,"Obere Sternengasse 27, 4500 Solothurn, SO"
2022-12-11,n/a,4 Zimmer,103 m²,CHF 1 450 000.—,"1228 Plan-les-Ouates, GE"
2022-12-11,n/a,"4,5 Zimmer",187 m²,CHF 3 550 000.—,"Ritomgasse 14, 6490 Andermatt, UR"
2022-12-11,n/a,"6,5 Zimmer",155 m²,Preis auf Anfrage,"Giacomettistrasse 16, 3006 Bern, BE"
2022-12-11,n/a,"4,5 Zimmer",120 m²,CHF 690 000.—,"Bachwegen 23, 8739 Rieden SG, SG"
2022-12-11,n/a,"5,5 Zimmer",132 m²,CHF 795 000.—,"Nieschbergstrasse 35, 9100 Herisau, AR"
2022-12-11,n/a,"3,5 Zimmer",99 m²,CHF 680 000.—,"Im Winkel 22, 5624 Bünzen, AG"
2022-12-11,n/a,"2,5 Zimmer",51 m²,CHF 690 000.—,"Leimenstrasse 21, 4051 Basel, BS"
2022-12-11,n/a,"1,5 Zimmer",38 m²,CHF 320 000.—,"Rue de Morat 59, 1700 Fribourg, FR"
2022-12-11,n/a,"6,5 Zimmer",254 m²,CHF 1 450 000.—,"Bahnhofstrasse 15, 8253 Diessenhofen, TG"
2022-12-11,n/a,"4,5 Zimmer",113 m²,CHF 835 000.—,"Cheerstrasse 13b, 6014 Luzern, LU"
2022-12-11,n/a,"4,5 Zimmer",73 m²,CHF 685 000.—,"Bellikerstrasse 16, 8964 Rudolfstetten, AG"
2022-12-11,n/a,"4,5 Zimmer",143 m²,CHF 1 470 000.—,"Rietgrabenstrasse 60B, 8152 Opfikon, ZH"
2022-12-11,n/a,"4,5 Zimmer",96 m²,CHF 515 000.—,"Route de Verbier 68, 1934 Le Châble VS, VS"
2022-12-11,n/a,"4,5 Zimmer",107 m²,CHF 950 000.—,"Stampfstrasse 27, 8645 Jona, SG"
2022-12-11,n/a,"4,5 Zimmer",197 m²,CHF 1 790 000.—,"Unterdorfstrasse 29, 9443 Widnau, SG"
2022-12-11,n/a,122 m²,n/a,CHF 895 000.—,"Unterdorfstrasse 29, 9443 Widnau, SG"
2022-12-11,n/a,"4,5 Zimmer",130 m²,CHF 975 000.—,"Unterdorfstrasse 29, 9443 Widnau, SG"
2022-12-11,n/a,1 Zimmer,25 m²,CHF 195 000.—,"Route des Mayens, 3963 Crans-Montana, VS"
2022-12-11,n/a,"4,5 Zimmer",101 m²,CHF 1 250 000.—,"Stegstrasse 4, 8132 Egg b. Zürich, ZH"
2022-12-11,n/a,"3,5 Zimmer",111 m²,CHF 795 000.—,"Ober-Kuonimattweg 22, 6010 Kriens, LU"
2022-12-11,n/a,"3,5 Zimmer",120 m²,CHF 1 130 000.—,"Werftstrasse 10, 8592 Uttwil, TG"
2022-12-11,n/a,"4,5 Zimmer",110 m²,CHF 660 000.—,"1630 Bulle, FR"
2022-12-11,n/a,"3,5 Zimmer",117 m²,CHF 695 000.—,"Rebmattweg 1, 5234 Villigen, AG"
2022-12-11,n/a,"4,5 Zimmer",131 m²,CHF 760 000.—,"Rebmattweg 1, 5234 Villigen, AG"
2022-12-11,n/a,"3,5 Zimmer",104 m²,CHF 810 000.—,"Hinter-Listrig, 6020 Emmenbrücke, LU"
2022-12-11,n/a,"4,5 Zimmer",120 m²,CHF 1 250 000.—,"Avenue du Château, 1008 Prilly, VD"
2022-12-11,n/a,"3,5 Zimmer",75 m²,CHF 805 000.—,"Oetlingerstrasse 150, 4057 Basel, BS"
2022-12-11,n/a,"4,5 Zimmer",95 m²,Preis auf Anfrage,"Lerchenstrasse 31, 9200 Gossau SG, SG"
2022-12-11,n/a,"3,5 Zimmer",90 m²,CHF 554 000.—,"Impasse des Vignettes, 1958 St-Léonard, VS"
2022-12-11,n/a,"3,5 Zimmer",86 m²,CHF 485 000.—,"Büttenbergstrasse 32, 2504 Biel/Bienne, BE"
2022-12-11,n/a,"4,5 Zimmer",144 m²,CHF 980 000.—,"Volkshausstrasse 21B, 9630 Wattwil, SG"
2022-12-11,n/a,"3,5 Zimmer",119 m²,CHF 800 000.—,"Blumenweg 3, 5304 Endingen, AG"
2022-12-11,n/a,7 Zimmer,160 m²,CHF 1 940 000.—,"1233 Bernex, GE"
2022-12-11,n/a,"3,5 Zimmer",115 m²,CHF 660 000.—,"Hagnetstrasse 33, 3184 Wünnewil, FR"
2022-12-11,n/a,"4,5 Zimmer",1142 m²,CHF 550 000.—,"Allée des Meuqueux 1, 2300 La Chaux-de-Fonds, NE"
2022-12-11,n/a,"3,5 Zimmer",103 m²,CHF 640 000.—,"Bürenstrasse 17, 3298 Oberwil b. Büren, BE"
2022-12-11,n/a,"4,5 Zimmer",164 m²,Preis auf Anfrage,"Johannes-Hirt-Strasse, 8804 Au ZH, ZH"
2022-12-11,n/a,"4,5 Zimmer",117 m²,CHF 877 500.—,"Laufenstrasse 59a, 4246 Wahlen b. Laufen, BL"
2022-12-11,n/a,"3,5 Zimmer",76 m²,CHF 489 000.—,"Tulpenweg 19, 3250 Lyss, BE"
2022-12-11,n/a,"4,5 Zimmer",130 m²,CHF 883 000.—,"Impasse des Vignettes, 1958 St-Léonard, VS"
2022-12-11,n/a,"3,5 Zimmer",96 m²,CHF 730 000.—,"Selmattweg 4, 4246 Wahlen b. Laufen, BL"
2022-12-11,n/a,n/a,n/a,CHF 550 000.—,"Hanfgarten 3, 5415 Nussbaumen AG, AG"
2022-12-11,n/a,"5,5 Zimmer",154 m²,CHF 1 295 000.—,"Solothurnerstrasse 45, 3322 Urtenen-Schönbühl, BE"
2022-12-11,n/a,"4,5 Zimmer",118 m²,CHF 1 260 000.—,"Solothurnstrasse 45, 3322 Urtenen-Schönbühl, BE"
2022-12-11,n/a,"4,5 Zimmer",116 m²,CHF 1 190 000.—,"Tunnelweg 4, 4142 Münchenstein, BL"
2022-12-11,n/a,"5,5 Zimmer",143 m²,CHF 1 280 000.—,"Burgunderweg 68, 2505 Biel/Bienne, BE"
2022-12-11,n/a,"3,5 Zimmer",102 m²,CHF 745 000.—,"Landskronweg 8, 4107 Ettingen, BL"
2022-12-11,n/a,"4,5 Zimmer",100 m²,CHF 550 000.—,"Rue de l'Orée-du-Bois 13, 2300 La Chaux-de-Fonds, NE"
2022-12-11,n/a,"4,5 Zimmer",97 m²,CHF 1 260 000.—,"Av. de la Rochelle 39, 1008 Prilly, VD"
2022-12-11,n/a,"3,5 Zimmer",69 m²,CHF 680 000.—,"Av. de la Rochelle 39, 1008 Prilly, VD"
2022-12-11,n/a,"4,5 Zimmer",120 m²,Preis auf Anfrage,"Viale Monte Verità 27C, 6612 Ascona, TI"
2022-12-11,n/a,"3,5 Zimmer",88 m²,CHF 1 545 000.—,"Promenade 95, 7270 Davos Platz, GR"
2022-12-11,n/a,"4,5 Zimmer",128 m²,CHF 740 000.—,"Grenzstrasse 4, 2558 Aegerten, BE"
2022-12-11,n/a,"3,5 Zimmer",92 m²,CHF 615 000.—,"Grenzstrasse 4, 2558 Aegerten, BE"
2022-12-11,n/a,"3,5 Zimmer",80 m²,CHF 495 000.—,"Pintenweg, 6146 Grossdietwil, LU"
2022-12-11,n/a,"4,5 Zimmer",143 m²,CHF 1 100 000.—,"8400 Winterthur, ZH"
2022-12-11,n/a,"3,5 Zimmer",108 m²,CHF 605 000.—,"Oberdorf 9, 6166 Hasle LU, LU"
2022-12-11,n/a,"4,5 Zimmer",174 m²,Preis auf Anfrage,"Klusweg 1, 7250 Klosters, GR"
2022-12-11,n/a,4 Zimmer,130 m²,CHF 3 990 000.—,"Via Tinus, 7500 St. Moritz, GR"
2022-12-11,n/a,"4,5 Zimmer",126 m²,CHF 768 000.—,"Wolfwilerstrasse 31, 4623 Neuendorf, SO"
2022-12-11,n/a,"3,5 Zimmer",110 m²,CHF 1 005 000.—,"1865 Les Diablerets, VD"
2022-12-11,n/a,"4,5 Zimmer",135 m²,CHF 1 320 000.—,"Muttenstrasse 33, 5712 Beinwil am See, AG"
2022-12-11,n/a,n/a,n/a,Preis auf Anfrage,"Schmiedgasse 5, 6182 Escholzmatt, LU"
2022-12-11,n/a,"4,5 Zimmer",100 m²,CHF 1 650 000.—,"undere Waldmattenstrasse 8, 3778 Schönried, BE"
2022-12-11,n/a,"4,5 Zimmer",166 m²,CHF 1 470 000.—,"Domleschgerstrasse, 7411 Sils im Domleschg, GR"
2022-12-11,n/a,"4,5 Zimmer",166 m²,CHF 1 320 000.—,"Domleschgerstrasse, 7411 Sils im Domleschg, GR"
2022-12-11,n/a,"5,5 Zimmer",160 m²,CHF 1 690 000.—,"Sonnenrain 9B, 6102 Malters, LU"
2022-12-11,Neubauprojekt,"2,5 Zimmer",66 m²,CHF 400 000.—,"Vielmattstrasse, 3512 Walkringen, BE"
2022-12-11,Neubauprojekt,"2,5 Zimmer",66 m²,CHF 400 000.—,"Vielmattstrasse, 3512 Walkringen, BE"
2022-12-11,Neubauprojekt,"4,5 Zimmer",108 m²,CHF 685 000.—,"Vielmattstrasse, 3512 Walkringen, BE"
2022-12-11,Neubauprojekt,"4,5 Zimmer",107 m²,CHF 810 000.—,"Vielmattstrasse, 3512 Walkringen, BE"
2022-12-11,Neubauprojekt,"4,5 Zimmer",107 m²,CHF 620 000.—,"Kanalstrasse 26 b, 8575 Bürglen TG, TG"
2022-12-11,n/a,"3,5 Zimmer",83 m²,CHF 425 000.—,"Thüringstrasse 21, 3018 Bern, BE"
2022-12-11,n/a,"4,5 Zimmer",92 m²,CHF 665 000.—,"Hofackerstrasse 4, 5073 Gipf-Oberfrick, AG"
2022-12-11,n/a,"4,5 Zimmer",133 m²,CHF 918 800.—,"4417 Ziefen, BL"
2022-12-11,n/a,"3,5 Zimmer",96 m²,CHF 1 770 000.—,"Gerenstrasse 14, 8712 Stäfa, ZH"
2022-12-11,n/a,"5,5 Zimmer",133 m²,Preis auf Anfrage,"Fildistrasse 27, 5605 Dottikon, AG"
2022-12-11,n/a,"4,5 Zimmer",139 m²,CHF 950 000.—,"Aegetenstrasse 52, 9443 Widnau, SG"
2022-12-11,n/a,4 Zimmer,96 m²,CHF 338 000.—,"Stössen 828, 3154 Rüschegg Heubach, BE"
2022-12-11,n/a,"4,5 Zimmer",118 m²,CHF 790 000.—,"Hechtackerstrasse 22, 9014 St. Gallen, SG"
2022-12-11,n/a,8 Zimmer,324 m²,CHF 3 800 000.—,"Via Campagnola, 6852 Genestrerio, TI"
2022-12-11,n/a,"6,5 Zimmer",192 m²,CHF 1 360 000.—,"Rue des Plantées 8, 2023 Gorgier, NE"
2022-12-11,n/a,"6,5 Zimmer",192 m²,CHF 1 360 000.—,"Rue des Plantées 8, 2023 Gorgier, NE"
2022-12-11,n/a,"4,5 Zimmer",124 m²,CHF 695 000.—,"1913 Saillon, VS"
2022-12-11,n/a,"4,5 Zimmer",143 m²,CHF 795 000.—,"1913 Saillon, VS"
2022-12-11,n/a,"3,5 Zimmer",107 m²,CHF 548 000.—,"1913 Saillon, VS"
2022-12-11,n/a,"2,5 Zimmer",70 m²,CHF 395 000.—,"1913 Saillon, VS"
2022-12-11,n/a,3 Zimmer,85 m²,CHF 540 000.—,"via merlina, 6900 Lugano, TI"
2022-12-11,n/a,"5,5 Zimmer",153 m²,CHF 940 000.—,"Kirchfeld, 6162 Entlebuch, LU"
2022-12-11,n/a,"4,5 Zimmer",110 m²,CHF 450 000.—,"Römerstrasse  31, 4512 Bellach, SO"
2022-12-11,n/a,"4,5 Zimmer",85 m²,CHF 690 000.—,"Chemin de Champavoi 2, 1941 Vollèges, VS"
2022-12-11,n/a,"3,5 Zimmer",71 m²,CHF 395 000.—,"Schwabstrasse 80, 3018 Bern, BE"
2022-12-11,n/a,"3,5 Zimmer",94 m²,CHF 585 000.—,"7460 Savognin, GR"
2022-12-11,n/a,"5,5 Zimmer",143 m²,CHF 1 065 000.—,"Selmattweg 4, 4246 Wahlen b. Laufen, BL"
2022-12-11,n/a,"5,5 Zimmer",143 m²,CHF 1 058 000.—,"Selmattweg 4, 4246 Wahlen b. Laufen, BL"
2022-12-11,n/a,"2,5 Zimmer",69 m²,CHF 550 000.—,"Laufenstrasse 59a, 4246 Wahlen b. Laufen, BL"
2022-12-11,n/a,"4,5 Zimmer",102 m²,CHF 776 000.—,"Laufenstrasse 59, 4246 Wahlen b. Laufen, BL"
2022-12-11,n/a,"3,5 Zimmer",81 m²,CHF 657 000.—,"Laufenstrasse 59, 4246 Wahlen b. Laufen, BL"
2022-12-11,n/a,"3,5 Zimmer",81 m²,CHF 640 000.—,"Laufenstrasse 59, 4246 Wahlen b. Laufen, BL"
2022-12-11,n/a,"4,5 Zimmer",108 m²,CHF 945 000.—,"Laufenstrasse 59, 4246 Wahlen b. Laufen, BL"
2022-12-11,n/a,"3,5 Zimmer",110 m²,CHF 990 000.—,"Sentiero Mozzana 1, 6614 Brissago, TI"
2022-12-11,n/a,"4,5 Zimmer",152 m²,CHF 1 432 000.—,"Rosengartenstrasse 4B, 6440 Brunnen, SZ"
2022-12-11,Neubau,"4,5 Zimmer",108 m²,CHF 990 000.—,"1176 St-Livres, VD"
2022-12-11,n/a,2 Zimmer,47 m²,CHF 359 000.—,"Birkenweg 38, 3072 Ostermundigen, BE"
2022-12-11,n/a,"5,5 Zimmer",174 m²,CHF 3 900 000.—,"Eschering 14, 6300 Zug, ZG"
2022-12-11,n/a,"4,5 Zimmer",111 m²,CHF 880 000.—,"Rebbergstrasse 17D, 5610 Wohlen AG, AG"
2022-12-11,n/a,"4,5 Zimmer",101 m²,CHF 448 000.—,"Dorfstrasse 23, 3473 Alchenstorf, BE"
2022-12-11,n/a,"4,5 Zimmer",120 m²,CHF 675 000.—,"5737 Menziken, AG"
2022-12-11,n/a,n/a,n/a,CHF 1 490 000.—,"Chemin de la Farette 4, 1232 Confignon, GE"
2022-12-11,n/a,4 Zimmer,110 m²,Preis auf Anfrage,"Zenhäusernstrasse 1, 3902 Glis, VS"
2022-12-11,n/a,"4,5 Zimmer",120 m²,CHF 920 000.—,"Flugbrunnenstrasse 20, 3000 Bern, BE"
2022-12-11,n/a,"4,5 Zimmer",93 m²,CHF 740 000.—,"Grossenstein 3, 3662 Seftigen, BE"
2022-12-11,n/a,"4,5 Zimmer",106 m²,CHF 775 000.—,"Avenue Pierre-de-Savoie 49A, 1400 Yverdon-les-Bains, VD"
2022-12-11,n/a,"4,5 Zimmer",144 m²,CHF 730 000.—,"Gygerweg 36, 3700 Spiez, BE"
2022-12-11,n/a,"4,5 Zimmer",100 m²,CHF 650 000.—,"Lerchenfeldstrasse 62b, 3603 Thun, BE"
2022-12-11,n/a,"3,5 Zimmer",96 m²,CHF 900 000.—,"Via Serafino Balestra 13 a, 6600 Locarno, TI"
2022-12-11,n/a,"4,5 Zimmer",124 m²,CHF 1 025 000.—,"Solothurnstrasse 45, 3322 Urtenen-Schönbühl, BE"
2022-12-11,n/a,"4,5 Zimmer",160 m²,CHF 827 200.—,"Rue du Prumus, 1994 Aproz (Nendaz), VS"
2022-12-11,n/a,"3,5 Zimmer",120 m²,CHF 578 070.—,"Rue du Prumus, 1994 Aproz (Nendaz), VS"
2022-12-11,n/a,"4,5 Zimmer",140 m²,CHF 676 045.—,"Rue des Prumus, 1994 Aproz (Nendaz), VS"
2022-12-11,n/a,"4,5 Zimmer",110 m²,CHF 625 000.—,"Mühliacherweg 14, 5105 Auenstein, AG"
2022-12-11,n/a,"4,5 Zimmer",120 m²,CHF 1 350 000.—,"Avenue du Château, 1008 Prilly, VD"
2022-12-11,n/a,"4,5 Zimmer",n/a,Preis auf Anfrage,"Avenue de Chamonix 3B, 1207 Genève, GE"
2022-12-11,n/a,"3,5 Zimmer",96 m²,CHF 868 000.—,"Solothurnstrasse 45, 3322 Urtenen-Schönbühl, BE"
2022-12-11,Neubau,"3,5 Zimmer",n/a,CHF 434 900.—,"Chemin du Milieu 81, 1920 Martigny, VS"
2022-12-11,Neubau,"4,5 Zimmer",172 m²,CHF 835 000.—,"Ringstrasse 1, 3362 Niederönz, BE"
2022-12-11,n/a,"6,5 Zimmer",268 m²,CHF 3 600 000.—,"Via Gerso, 6900 Lugano, TI"
2022-12-11,n/a,"4,5 Zimmer",250 m²,CHF 3 000 000.—,"Lungo lago Motta, 6815 Melide, TI"
2022-12-11,n/a,"4,5 Zimmer",144 m²,CHF 660 000.—,"Stockmattweg 7, 3296 Arch, BE"
2022-12-11,n/a,"4,5 Zimmer",180 m²,CHF 995 000.—,"Mülibüüne 8, 3422 Kirchberg BE, BE"
2022-12-11,Neubau,"5,5 Zimmer",175 m²,CHF 1 690 000.—,"Haldenstrasse 30, 9548 Matzingen, TG"
2022-12-11,n/a,"4,5 Zimmer",110 m²,CHF 295 000.—,"Hostet 7, 4558 Heinrichswil, SO"
2022-12-11,Neubau,"5,5 Zimmer",180 m²,CHF 1 490 000.—,"Fürstenlandstrasse 69, 9500 Wil SG, SG"
2022-12-11,Neubau,"3,5 Zimmer",82 m²,CHF 685 000.—,"Nelkenstrasse 16, 4410 Liestal, BL"
2022-12-11,Neubau,"4,5 Zimmer",92 m²,CHF 635 000.—,"Vordergasse 8, 3858 Hofstetten b. Brienz, BE"
2022-12-11,Neubau,"3,5 Zimmer",78 m²,CHF 570 000.—,"Vordergasse 6, 3858 Hofstetten b. Brienz, BE"
2022-12-11,Neubau,"3,5 Zimmer",78 m²,CHF 575 000.—,"Vordergasse 6, 3858 Hofstetten b. Brienz, BE"
2022-12-11,n/a,7 Zimmer,196 m²,CHF 1 997 000.—,"Lerchenstrasse 2, 4059 Basel, BS"
2022-12-11,n/a,"6,5 Zimmer",146 m²,CHF 895 000.—,"Etzelstrasse 38, 8635 Dürnten, ZH"
2022-12-11,n/a,"4,5 Zimmer",130 m²,CHF 635 000.—,"Schulstrasse 3B, 3296 Arch, BE"
2022-12-11,n/a,"4,5 Zimmer",128 m²,CHF 727 000.—,"Veilchenweg 4, 5018 Erlinsbach, AG"
2022-12-11,Neubau,"3,5 Zimmer",92 m²,CHF 725 000.—,"Hauptstrasse 23, 8274 Tägerwilen, TG"
2022-12-11,n/a,"3,5 Zimmer",83 m²,CHF 480 000.—,"Seevorstadt 44, 2502 Biel/Bienne, BE"
2022-12-11,n/a,"4,5 Zimmer",153 m²,CHF 980 000.—,"Rue des Peupliers 16, 1400 Yverdon-les-Bains, VD"
2022-12-11,n/a,5 Zimmer,160 m²,CHF 1 250 000.—,"Via al Nido 7, 6900 Lugano, TI"
2022-12-11,n/a,"4,5 Zimmer",127 m²,CHF 500 000.—,"Route du Coin-du-Cârro 23, 3972 Miège, VS"
2022-12-11,Neubau,"4,5 Zimmer",92 m²,CHF 630 000.—,"Vordergasse 8, 3858 Hofstetten b. Brienz, BE"
2022-12-11,Neubau,"4,5 Zimmer",92 m²,CHF 640 000.—,"Vordergasse 8, 3858 Hofstetten b. Brienz, BE"
2022-12-11,n/a,"4,5 Zimmer",123 m²,CHF 645 000.—,"Schulstrasse 3B, 3296 Arch, BE"
