Datum,Wohnungsart,Zimmeranzahl,Wohnungsgrösse_m2,Verkaufspreis,Wohnungs_Adresse,Kanton,Latitude/Longitude,clean,Latitude,Longitude
2022-12-24,unbekannt,4.5,131,760000,"Rebmattweg 1, 5234 Villigen, AG",AG,,,47.5289252,8.2147832
2022-12-24,unbekannt,4.5,120,1250000,"Avenue du Château, 1008 Prilly, VD",VD,,,46.5429539,6.600924
2022-12-24,unbekannt,4.5,144,980000,"Volkshausstrasse 21B, 9630 Wattwil, SG",SG,,,47.3006309,9.088043572989234
2022-12-24,unbekannt,7.0,160,1940000,"1233 Bernex, GE",GE,,,46.17624609268293,6.078136917073171
2022-12-24,unbekannt,0.0,0,550000,"Hanfgarten 3, 5415 Nussbaumen AG, AG",AG,,,47.4863014,8.2934519
2022-12-24,unbekannt,4.5,120,0,"Viale Monte Verità 27C, 6612 Ascona, TI",TI,,,46.15908725,8.771068599999998
2022-12-24,unbekannt,4.5,128,740000,"Grenzstrasse 4, 2558 Aegerten, BE",BE,,,47.1190997,7.2927793
2022-12-24,unbekannt,3.5,92,615000,"Grenzstrasse 4, 2558 Aegerten, BE",BE,,,47.1190997,7.2927793
2022-12-24,unbekannt,3.5,80,495000,"Pintenweg, 6146 Grossdietwil, LU",LU,,,unbekant,unbekannt
2022-12-24,unbekannt,4.5,143,1100000,"8400 Winterthur, ZH",ZH,,,47.50009493557471,8.727578378390804
2022-12-24,unbekannt,3.5,108,605000,"Oberdorf 9, 6166 Hasle LU, LU",LU,,,46.9805541,8.055228453652969
2022-12-24,unbekannt,4.0,130,3990000,"Via Tinus, 7500 St. Moritz, GR",GR,,,46.499646,9.8379025
2022-12-24,unbekannt,4.5,126,768000,"Wolfwilerstrasse 31, 4623 Neuendorf, SO",SO,,,47.2998368,7.7891284
2022-12-24,unbekannt,3.5,110,1005000,"1865 Les Diablerets, VD",VD,,,46.3511021,7.1566435
2022-12-24,unbekannt,4.5,135,1320000,"Muttenstrasse 33, 5712 Beinwil am See, AG",AG,,,47.2682641,8.2074999
2022-12-24,unbekannt,0.0,0,0,"Schmiedgasse 5, 6182 Escholzmatt, LU",LU,,,46.9141953,7.933224303022385
2022-12-24,Neubau,5.5,130,0,"1820 Montreux, VD",VD,,,46.4311352006689,6.915873086287625
2022-12-24,unbekannt,4.5,100,1650000,"undere Waldmattenstrasse 8, 3778 Schönried, BE",BE,,,46.503652599999995,7.296039366743953
2022-12-24,unbekannt,4.5,166,1470000,"Domleschgerstrasse, 7411 Sils im Domleschg, GR",GR,,,46.7050864,9.4557243
2022-12-24,unbekannt,4.5,166,1320000,"Domleschgerstrasse, 7411 Sils im Domleschg, GR",GR,,,46.7050864,9.4557243
2022-12-24,unbekannt,5.5,160,1690000,"Sonnenrain 9B, 6102 Malters, LU",LU,,,unbekant,unbekannt
2022-12-24,Neubauprojekt,2.5,66,400000,"Vielmattstrasse, 3512 Walkringen, BE",BE,,,46.9436329,7.6171894
2022-12-24,Neubauprojekt,2.5,66,400000,"Vielmattstrasse, 3512 Walkringen, BE",BE,,,46.9436329,7.6171894
2022-12-24,Neubauprojekt,4.5,108,685000,"Vielmattstrasse, 3512 Walkringen, BE",BE,,,46.9436329,7.6171894
2022-12-24,Neubauprojekt,4.5,107,810000,"Vielmattstrasse, 3512 Walkringen, BE",BE,,,46.9436329,7.6171894
2022-12-24,Neubauprojekt,4.5,107,620000,"Kanalstrasse 26 b, 8575 Bürglen TG, TG",TG,,,47.5445109,9.158089
2022-12-24,unbekannt,4.5,92,665000,"Hofackerstrasse 4, 5073 Gipf-Oberfrick, AG",AG,,,47.492724100000004,7.996494546465112
2022-12-24,unbekannt,4.5,133,918800,"4417 Ziefen, BL",BL,,,47.428478288461534,7.7003406865384605
2022-12-24,unbekannt,3.5,96,1770000,"Gerenstrasse 14, 8712 Stäfa, ZH",ZH,,,47.24080615,8.71782460457352
2022-12-24,unbekannt,4.0,96,338000,"Stössen 828, 3154 Rüschegg Heubach, BE",BE,,,46.78081315,7.410480623769702
2022-12-24,unbekannt,8.0,324,3800000,"Via Campagnola, 6852 Genestrerio, TI",TI,,,45.8548069,8.9605784
2022-12-24,unbekannt,3.0,85,540000,"via merlina, 6900 Lugano, TI",TI,,,46.0127645,8.9630287
2022-12-24,unbekannt,5.5,153,940000,"Kirchfeld, 6162 Entlebuch, LU",LU,,,46.9901976,8.0642535
2022-12-24,unbekannt,4.5,85,690000,"Chemin de Champavoi 2, 1941 Vollèges, VS",VS,,,46.0851993,7.167184
2022-12-24,unbekannt,3.5,71,395000,"Schwabstrasse 80, 3018 Bern, BE",BE,,,46.942671,7.3964861
2022-12-24,unbekannt,3.5,94,585000,"7460 Savognin, GR",GR,,,46.5956436,9.6008687
2022-12-24,unbekannt,3.5,110,990000,"Sentiero Mozzana 1, 6614 Brissago, TI",TI,,,46.1233983,8.7125297
2022-12-24,unbekannt,4.5,111,880000,"Rebbergstrasse 17D, 5610 Wohlen AG, AG",AG,,,47.35642995,8.279388986652286
2022-12-24,unbekannt,0.0,0,1490000,"Chemin de la Farette 4, 1232 Confignon, GE",GE,,,46.17243475,6.07860045
2022-12-24,unbekannt,4.0,110,540000,"Zenhäusernstrasse 1, 3902 Glis, VS",VS,,,46.3104497,7.9900413
2022-12-24,unbekannt,4.5,93,690000,"Grossenstein 3, 3662 Seftigen, BE",BE,,,46.789083149999996,7.536216341898537
2022-12-24,unbekannt,4.5,106,775000,"Avenue Pierre-de-Savoie 49A, 1400 Yverdon-les-Bains, VD",VD,,,46.7686276,6.6388522333333295
2022-12-24,unbekannt,4.5,144,730000,"Gygerweg 36, 3700 Spiez, BE",BE,,,46.68490865,7.66584910512437
2022-12-24,unbekannt,4.5,110,625000,"Mühliacherweg 14, 5105 Auenstein, AG",AG,,,47.4155124,8.143479399767045
2022-12-24,unbekannt,4.5,120,1350000,"Avenue du Château, 1008 Prilly, VD",VD,,,46.5429539,6.600924
2022-12-24,unbekannt,6.5,268,3500000,"Via Gerso, 6900 Lugano, TI",TI,,,46.0107843,8.9499463
2022-12-24,unbekannt,4.5,250,3000000,"Lungo lago Motta, 6815 Melide, TI",TI,,,unbekant,unbekannt
2022-12-24,unbekannt,4.5,180,995000,"Mülibüüne 8, 3422 Kirchberg BE, BE",BE,,,47.09211225,7.5763607
2022-12-24,unbekannt,4.5,110,295000,"Hostet 7, 4558 Heinrichswil, SO",SO,,,47.157590150000004,7.633804496545938
2022-12-24,Neubau,5.5,180,1490000,"Fürstenlandstrasse 69, 9500 Wil SG, SG",SG,,,47.465272999999996,9.06389165
2022-12-24,Neubau,5.5,113,675000,"Rossweid 3, 5619 Büttikon AG, AG",AG,,,47.3294629,8.2743024
2022-12-24,Neubau,3.5,82,685000,"Nelkenstrasse 16, 4410 Liestal, BL",BL,,,47.4829419,7.7407174
2022-12-24,Neubau,4.5,139,950000,"Via Portiora, 15, 6500 Bellinzona, TI",TI,,,46.2141862,9.0317081
2022-12-24,unbekannt,3.5,99,735000,"Wasenstrasse 30, 8280 Kreuzlingen, TG",TG,,,47.6458675,9.185073757276369
2022-12-24,unbekannt,4.5,96,630000,"Zuberweg 12, 3608 Thun, BE",BE,,,46.740167,7.597592465883949
2022-12-24,unbekannt,5.5,129,878000,"Rüttistrasse 6, 3052 Zollikofen, BE",BE,,,46.995977499999995,7.459511327190477
2022-12-24,unbekannt,4.5,111,650000,"Tannenweg 17, 3073 Gümligen, BE",BE,,,46.93784355,7.495863886022613
2022-12-24,unbekannt,4.5,119,798000,"Möslistrasse 12, 4532 Feldbrunnen, SO",SO,,,47.220236,7.5541178
2022-12-24,unbekannt,3.5,155,990000,"Via alla Rocca 2, 6600 Locarno, TI",TI,,,46.1704444,8.78243807717817
2022-12-24,unbekannt,5.5,128,550000,"Galserschstrasse 17, 8890 Flums, SG",SG,,,47.097524,9.3575872
2022-12-24,unbekannt,3.5,84,525000,"Kornhausgasse 9, 3400 Burgdorf, BE",BE,,,47.05795005,7.626806499999994
2022-12-24,unbekannt,2.5,56,920000,"Segantinisteig 3, 8049 Zürich, ZH",ZH,,,47.4067405,8.492204870849257
2022-12-24,unbekannt,4.5,144,660000,"Stockmattweg 7, 3296 Arch, BE",BE,,,47.1621749,7.4257341
2022-12-24,unbekannt,0.0,116,825000,"Kirchbergstrasse 18, 5023 Biberstein, AG",AG,,,47.4128053,8.0735085
2022-12-24,unbekannt,4.5,255,2440000,"Via delle Vigne, 6648 Minusio, TI",TI,,,46.1800343,8.8171728
2022-12-24,unbekannt,4.5,110,783000,"Via ai Ronchi 10, 6500 Bellinzona, TI",TI,,,46.1933482,9.0345866
2022-12-24,unbekannt,5.5,200,3000000,"Via Sassa 8, 6900 Massagno, TI",TI,,,46.01444695,8.951074888651426
2022-12-24,unbekannt,4.5,124,340000,"Dorf 197H, 3766 Boltigen, BE",BE,,,unbekant,unbekannt
2022-12-24,unbekannt,3.5,100,860000,"Via Alfredo Pioda 56, 6600 Solduno, TI",TI,,,unbekant,unbekannt
2022-12-24,unbekannt,4.5,120,890000,"Via Angelo Nessi 26, 6600 Locarno, TI",TI,,,46.1630058,8.7923186
2022-12-24,unbekannt,6.5,125,850000,"Via delle Corporazioni 5, 6600 Locarno, TI",TI,,,46.1697233,8.7928825
2022-12-24,unbekannt,3.5,100,920000,"Via Eco 33, 6644 Orselina, TI",TI,,,46.17921375,8.796086065965753
2022-12-24,unbekannt,5.5,180,650000,"Via Valle Maggia 57, 6600 Solduno, TI",TI,,,unbekant,unbekannt
2022-12-24,unbekannt,5.5,187,890000,"Via Vallemaggia 151, 6600 Solduno, TI",TI,,,46.17574595,8.764694718345151
2022-12-24,unbekannt,2.5,71,500000,"Bahnhofstrasse 36, 5605 Dottikon, AG",AG,,,47.3806896,8.2381164
2022-12-24,unbekannt,4.5,130,635000,"Schulstrasse 3B, 3296 Arch, BE",BE,,,47.1654583,7.42865795
2022-12-24,unbekannt,5.5,131,1387000,"Zielstrasse 4, 8400 Winterthur, ZH",ZH,,,47.5098853,8.719323198035799
2022-12-24,unbekannt,2.5,86,520000,"2502 Biel/Bienne, BE",BE,,,47.14131204874238,7.248768685746952
2022-12-24,unbekannt,4.5,122,715000,"Tödistrasse 6, 5734 Reinach AG, AG",AG,,,47.2583281,8.1850006
2022-12-24,unbekannt,3.5,67,380000,"Bahnhofstrasse 13, 8887 Mels, SG",SG,,,47.0504006,9.4193483
2022-12-24,unbekannt,3.5,140,0,"Niederstad 20, 6053 Alpnachstad, OW",OW,,,46.9635231,8.2913785
2022-12-24,unbekannt,3.5,150,2565000,"Via Verbano 9, 6648 Minusio, TI",TI,,,46.1744232,8.81951
2022-12-24,unbekannt,5.5,130,559000,"3994 Lax, VS",VS,,,46.38980670797101,8.117555482608696
2022-12-24,unbekannt,122.0,0,950000,"Alpenstrasse 16, 3600 Thun, BE",BE,,,46.754313100000005,7.619550587953007
2022-12-24,unbekannt,5.5,128,860000,"Hechtackerstrasse 34, 9014 St. Gallen, SG",SG,,,47.40986255,9.34427665
2022-12-24,unbekannt,6.5,165,790000,"Oberbürerstrasse 1, 9203 Niederwil SG, SG",SG,,,unbekant,unbekannt
2022-12-24,unbekannt,4.5,160,1990000,"Vicolo Motto di Lena 2, 6648 Minusio, TI",TI,,,46.1771526,8.8082488
2022-12-24,unbekannt,4.5,99,680000,"Via Truscio 5, 6616 Losone, TI",TI,,,46.1663979,8.768019
2022-12-24,unbekannt,4.5,136,870000,"Belpbergstrasse 7, 3115 Gerzensee, BE",BE,,,46.8417206,7.5439857
2022-12-24,unbekannt,3.5,80,613000,"Vogelmattstrasse 16, 4133 Pratteln, BL",BL,,,47.5200761,7.6848788
2022-12-24,unbekannt,5.5,134,1100000,"5102 Rupperswil, AG",AG,,,47.4017077733382,8.129030396128561
2022-12-24,unbekannt,4.5,117,795000,"5036 Oberentfelden, AG",AG,,,47.35650901894198,8.044166575711035
2022-12-24,unbekannt,3.5,73,495000,"Sandstrasse 49, 3302 Moosseedorf, BE",BE,,,47.013102149999995,7.487117390348891
2022-12-24,unbekannt,3.5,80,455000,"Hauentalstrasse 169, 8200 Schaffhausen, SH",SH,,,47.71692635,8.61957585
2022-12-24,unbekannt,4.5,112,560000,"Rue du Château 15, 1627 Vaulruz, FR",FR,,,46.6217424,6.989337
2022-12-24,Neubau,4.5,131,1155000,"Hauptstrasse 23, 8274 Tägerwilen, TG",TG,,,47.65902235,9.125767397274435
2022-12-24,Neubau,3.5,119,1090000,"Hauptstrasse 23, 8274 Tägerwilen, TG",TG,,,47.65902235,9.125767397274435
2022-12-24,Neubau,4.5,131,1325000,"Hauptstrasse 23, 8274 Tägerwilen, TG",TG,,,47.65902235,9.125767397274435
2022-12-24,Neubau,3.5,119,990000,"Hauptstrasse 23, 8274 Tägerwilen, TG",TG,,,47.65902235,9.125767397274435
2022-12-24,Neubau,4.5,188,1980000,"Hauptstrasse 23, 8274 Tägerwilen, TG",TG,,,47.65902235,9.125767397274435
2022-12-24,unbekannt,8.5,246,2650000,"Therwilerstrasse 29, 4104 Oberwil BL, BL",BL,,,47.5122006,7.56235120109819
2022-12-24,unbekannt,2.5,68,495000,"Scheibenstrasse 15, 3600 Thun, BE",BE,,,46.7606797,7.622733314723149
2022-12-24,unbekannt,4.5,123,895000,"Benziwilstrasse 2, 6020 Emmenbrücke, LU",LU,,,47.08685185,8.2761398975
2022-12-24,unbekannt,5.0,160,2195000,"1202 Genève, GE",GE,,,46.21641032378049,6.143311406402439
2022-12-24,unbekannt,3.5,132,885000,"Untere Grundgasse 7, 9500 Wil SG, SG",SG,,,47.4717888,9.0573761
2022-12-24,unbekannt,4.5,150,1025000,"Untere Grundgasse 7, 9500 Wil SG, SG",SG,,,47.4717888,9.0573761
2022-12-24,unbekannt,3.5,116,795000,"Grundweg 11, 9500 Wil SG, SG",SG,,,47.47243515,9.056847600000001
2022-12-24,unbekannt,5.5,153,669000,"3930 Visp, VS",VS,,,46.29466820860215,7.882711887096774
2022-12-24,unbekannt,8.0,234,2750000,"Via Bertaro Lambertenghi 2, 6900 Lugano, TI",TI,,,46.0087105,8.9575497
2022-12-24,unbekannt,8.0,234,2750000,"Via Bertaro Lambertenghi 2, 6900 Lugano, TI",TI,,,46.0087105,8.9575497
2022-12-24,unbekannt,3.5,83,480000,"Seevorstadt 44, 2502 Biel/Bienne, BE",BE,,,47.1397537,7.2428862
2022-12-24,unbekannt,4.5,110,520000,"Mattenweg 27, 2557 Studen BE, BE",BE,,,47.10675055,7.300088191101942
2022-12-24,unbekannt,4.5,153,980000,"Rue des Peupliers 16, 1400 Yverdon-les-Bains, VD",VD,,,46.7867229,6.636038031098708
2022-12-24,unbekannt,5.0,160,1250000,"Via al Nido 7, 6900 Lugano, TI",TI,,,46.0067108,8.9426749
2022-12-24,unbekannt,5.0,160,1250000,"Via al Nido 7, 6900 Lugano, TI",TI,,,46.0067108,8.9426749
2022-12-24,unbekannt,3.5,91,695000,"Via Vincenzo D'Alberti 5a, 6600 Locarno, TI",TI,,,46.1680567,8.7866221
2022-12-24,Neubau,3.5,78,570000,"Vordergasse 6, 3858 Hofstetten b. Brienz, BE",BE,,,unbekant,unbekannt
2022-12-24,Neubau,3.5,78,575000,"Vordergasse 6, 3858 Hofstetten b. Brienz, BE",BE,,,unbekant,unbekannt
2022-12-24,unbekannt,5.5,178,0,"Eymatt 4, 3930 Visp, VS",VS,,,46.2977283,7.878942361764706
2022-12-24,unbekannt,3.5,71,455000,"Terbinerstrasse 36, 3930 Visp, VS",VS,,,46.29318,7.8835353
2022-12-24,unbekannt,3.5,86,455000,"1993 Veysonnaz, VS",VS,,,46.1955082,7.3363267
2022-12-24,unbekannt,2.5,66,723000,"strada di pregassona 56, 6963 Pregassona, TI",TI,,,46.0228935,8.9751669
2022-12-24,unbekannt,5.5,224,1449000,"1950 Sion, VS",VS,,,46.230390014467496,7.357020468105118
2022-12-24,unbekannt,3.5,155,652000,"1907 Saxon, VS",VS,,,46.14568773607306,7.175871859715881
2022-12-24,unbekannt,5.5,142,1195000,"Mammutweg 4, 8166 Niederweningen, ZH",ZH,,,47.5067179,8.377683100502331
2022-12-24,unbekannt,4.5,105,685000,"Gummenweg 31, 2543 Lengnau BE, BE",BE,,,47.1805753,7.3600869
2022-12-24,unbekannt,3.5,107,745000,"Gummenweg 31, 2543 Lengnau BE, BE",BE,,,47.1805753,7.3600869
2022-12-24,unbekannt,4.5,118,920000,"Neuchlensteig 5, 9200 Gossau SG, SG",SG,,,47.4157296,9.2749584
2022-12-24,unbekannt,4.5,122,670000,"Stettemerstrasse 50, 8207 Schaffhausen, SH",SH,,,47.7231015,8.656224937355368
2022-12-24,unbekannt,5.5,150,1996000,"Urdorferstrasse 7, 8142 Uitikon Waldegg, ZH",ZH,,,47.3708807,8.450850308034324
2022-12-24,serp_responsive#badge_new_building_lite,5.5,145,780000,"Mühlestrasse 32, 3362 Niederönz, BE",BE,,,47.18909975,7.6918248500000015
2022-12-24,serp_responsive#badge_new_building_lite,4.5,115,910000,"Mühlestrasse 32, 3362 Niederönz, BE",BE,,,47.18909975,7.6918248500000015
2022-12-24,unbekannt,3.5,77,465000,"Kurzelängeweg 29, 4123 Allschwil, BL",BL,,,47.556265800000006,7.5389102609819645
2022-12-24,unbekannt,3.5,85,890000,"Burgunderstrasse 3, 4107 Ettingen, BL",BL,,,47.4872289,7.5466756
2022-12-24,unbekannt,3.5,88,580000,"Schuppisstrasse 30, 9403 Goldach, SG",SG,,,47.4801588,9.467238
2022-12-24,unbekannt,3.5,260,4500000,"Via Privata Maraini 2a, 6942 Savosa, TI",TI,,,46.0180939,8.9514604
2022-12-24,unbekannt,4.5,108,1300000,"Haldensteig 19, 8708 Männedorf, ZH",ZH,,,47.25696625,8.70206654252922
2022-12-24,unbekannt,3.5,100,754000,"Ostenbergstrasse, 4410 Liestal, BL",BL,,,47.4909808,7.7143685
2022-12-24,unbekannt,8.5,0,2560000,"Alpenstrasse 2, 3800 Interlaken, BE",BE,,,46.68406735,7.858073929829546
2022-12-24,unbekannt,4.5,119,638000,"Simmenfluhstrasse 2, 3752 Wimmis, BE",BE,,,46.6747915,7.635902250000004
2022-12-24,unbekannt,4.5,126,785000,"Feldgass 7, 9478 Azmoos, SG",SG,,,47.0798233,9.478570430697154
2022-12-24,unbekannt,5.0,150,620000,"Route d'Anzère 71, 1972 Anzère, VS",VS,,,46.295731,7.4063147
2022-12-24,unbekannt,4.5,125,1265000,"Meierhofstrasse 15, 5400 Baden, AG",AG,,,47.46875025,8.293878369018119
2022-12-24,unbekannt,4.5,160,1650000,"Blumenhalde 9, 6010 Kriens, LU",LU,,,47.036861349999995,8.27131779940029
2022-12-24,unbekannt,3.5,71,490000,"Eschenweg 2, 6207 Nottwil, LU",LU,,,47.136634,8.137744576301344
2022-12-24,unbekannt,3.5,160,1375000,"Untere Grundgasse 7, 9500 Wil SG, SG",SG,,,47.4717888,9.0573761
2022-12-24,unbekannt,4.5,175,1625000,"Untere Grundgasse 9, 9500 Wil SG, SG",SG,,,47.4717888,9.0573761
2022-12-24,unbekannt,5.5,173,1145000,"Untere Grundgasse 8, 9500 Wil SG, SG",SG,,,47.4717888,9.0573761
2022-12-24,unbekannt,4.5,155,970000,"Untere Grundgasse 9, 9500 Wil SG, SG",SG,,,47.4717888,9.0573761
2022-12-24,unbekannt,4.5,180,1585000,"Untere Grundgasse 8, 9500 Wil SG, SG",SG,,,47.4717888,9.0573761
2022-12-24,unbekannt,6.5,146,895000,"Etzelstrasse 38, 8635 Dürnten, ZH",ZH,,,47.2762258,8.8409925
2022-12-24,unbekannt,4.5,127,695000,"Hägendorfstrasse 3, 4616 Kappel SO, SO",SO,,,47.3249935,7.84481961700396
2022-12-24,unbekannt,5.5,110,590000,"Oberer Quai 104, 2503 Biel/Bienne, BE",BE,,,47.1401732,7.254510124866874
2022-12-24,unbekannt,6.0,161,770000,"Scheunerweg 30, 3063 Ittigen, BE",BE,,,46.97151195,7.475892144730766
2022-12-24,Neubau,3.0,95,750000,"Via Pree 8, 6900 Lugano, TI",TI,,,45.9593602,8.9209865
2022-12-24,Neubau,3.0,95,750000,"Via Pree 8, 6900 Lugano, TI",TI,,,45.9593602,8.9209865
2022-12-24,unbekannt,5.5,212,1449000,"1950 Sion, VS",VS,,,46.230390014467496,7.357020468105118
2022-12-24,unbekannt,5.5,150,1290000,"Intre-Chè 1, Le Mouret, 1700 Fribourg, FR",FR,,,46.748181,7.1805461
2022-12-24,unbekannt,3.5,75,560000,"Bahnhofstrasse 10, 3661 Uetendorf, BE",BE,,,46.77446375,7.57370370092354
2022-12-24,unbekannt,5.5,140,1197000,"Hintermühlenstrasse 5, 8409 Winterthur, ZH",ZH,,,47.50407235,8.774174958192887
2022-12-24,Neubau,3.5,78,565000,"Vordergasse 6, 3858 Hofstetten b. Brienz, BE",BE,,,unbekant,unbekannt
2022-12-24,unbekannt,4.5,160,1215000,"Via San Quirico 4, 6648 Minusio, TI",TI,,,46.1732094,8.8183837
2022-12-24,unbekannt,4.5,253,2120000,"Via delle Vigne, 6648 Minusio, TI",TI,,,46.1800343,8.8171728
2022-12-24,unbekannt,3.5,112,1045000,"Allewindestrasse 4, 5436 Würenlos, AG",AG,,,47.4390863,8.3676896
2022-12-24,unbekannt,4.5,112,1320000,"Parkallee 2, 8952 Schlieren, ZH",ZH,,,47.3984083,8.438617740415463
2022-12-24,unbekannt,2.5,80,750000,"via alla Lanca degli Stornazzi, 6600 Locarno, TI",TI,,,46.1603659,8.8008875
2022-12-24,unbekannt,2.0,95,650000,"Via delle Scuole 13, 6900 Paradiso, TI",TI,,,45.9905379,8.9465875
2022-12-24,unbekannt,4.5,134,950000,"6422 Steinen, SZ",SZ,,,47.0492722,8.6101515
2022-12-24,unbekannt,3.5,80,575000,"Ronis 6, 9050 Appenzell, AI",AI,,,47.330903899999996,9.397785956816058
2022-12-24,unbekannt,1.0,53,440000,"Via Marco da Carona 9, 6900 Lugano, TI",TI,,,46.0126146,8.9584622
2022-12-24,unbekannt,5.5,156,895000,"6060 Sarnen, OW",OW,,,46.89627590433131,8.245291608890579
2022-12-24,unbekannt,5.5,127,1095000,"Jesuitenweg 119, 3902 Glis, VS",VS,,,46.3127546,7.9757681
2022-12-24,unbekannt,4.5,110,860000,"1997 Haute-Nendaz, VS",VS,,,46.1839428,7.2953573
2022-12-24,unbekannt,4.5,123,990000,"1950 Sion, VS",VS,,,46.230390014467496,7.357020468105118
2022-12-24,unbekannt,5.5,132,695000,"6422 Steinen, SZ",SZ,,,47.0492722,8.6101515
2022-12-24,unbekannt,2.5,67,315000,"1904 Vernayaz, VS",VS,,,46.1365416,7.0393423
2022-12-24,unbekannt,2.5,103,437000,"1907 Saxon, VS",VS,,,46.14568773607306,7.175871859715881
2022-12-24,unbekannt,3.5,145,633000,"1907 Saxon, VS",VS,,,46.14568773607306,7.175871859715881
2022-12-24,unbekannt,2.5,75,355000,"1904 Vernayaz, VS",VS,,,46.1365416,7.0393423
2022-12-24,unbekannt,4.5,115,865000,"Säntihof 1, 6014 Luzern, LU",LU,,,47.0554733,8.258434717786198
2022-12-24,unbekannt,3.5,88,635000,"5606 Dintikon, AG",AG,,,47.36445238333333,8.227348347940076
2022-12-24,unbekannt,3.5,70,440000,"Via ai Molini 5, 6616 Losone, TI",TI,,,46.1643797,8.7587587
2022-12-24,unbekannt,2.5,60,370000,"Via Municipio 6, 6616 Losone, TI",TI,,,46.1657733,8.7591796
2022-12-24,unbekannt,5.5,122,1470000,"Vicolo Motto di Lena 2, 6648 Minusio, TI",TI,,,46.1771526,8.8082488
2022-12-24,unbekannt,3.5,93,890000,"Vicolo Motto di Lena 2, 6648 Minusio, TI",TI,,,46.1771526,8.8082488
2022-12-24,unbekannt,5.5,190,1990000,"6648 Minusio, TI",TI,,,46.178578073809526,8.826198778571428
2022-12-24,unbekannt,4.5,135,838000,"Sittipark 1, 8589 Sitterdorf, TG",TG,,,47.5040069,9.2452133
2022-12-24,unbekannt,4.5,107,650000,"Eichenweg 2, 8574 Lengwil, TG",TG,,,47.6252997,9.192572649999999
2022-12-24,unbekannt,4.5,96,490000,"Schöneckstrasse 5, 8215 Hallau, SH",SH,,,47.6972172,8.4592228
2022-12-24,unbekannt,4.5,78,298000,"Fond d'Apre, 1994 Aproz (Nendaz), VS",VS,,,46.2021804,7.3060404
2022-12-24,Neubau,3.5,68,460000,"Mühlestrasse 32, 3362 Niederönz, BE",BE,,,47.18909975,7.6918248500000015
2022-12-24,unbekannt,3.5,90,549000,"Unterdorfstrasse 9, 8442 Hettlingen, ZH",ZH,,,47.5450858,8.7071268
2022-12-24,unbekannt,4.5,100,470000,"Herrengasse 24, 3250 Lyss, BE",BE,,,47.07107115,7.305549534004036
2022-12-24,unbekannt,3.5,75,540000,"Schiblerstrasse 6, 8444 Henggart, ZH",ZH,,,47.56529085,8.686371531797008
2022-12-24,unbekannt,4.5,127,1020000,"Via Giovanni Nizzola 10, 6500 Bellinzona, TI",TI,,,46.1890075,9.0203435
2022-12-24,unbekannt,3.5,81,530000,"Allmendingenstrasse 61, 3608 Thun, BE",BE,,,46.7439436,7.5964785
2022-12-24,unbekannt,6.5,160,1650000,"Egelbergstrasse 17, 3006 Bern, BE",BE,,,46.9457698,7.4646162
2022-12-24,unbekannt,2.5,72,290000,"Marktstrasse 6, 9244 Niederuzwil, SG",SG,,,47.446269099999995,9.143130955171712
2022-12-24,unbekannt,4.5,108,1790000,"Quadrellas 60, 7503 Samedan, GR",GR,,,46.5380284,9.8712773
2022-12-24,unbekannt,4.5,90,497500,"Brüggmatteweg 1A, 3714 Frutigen, BE",BE,,,46.5835737,7.656915279452055
2022-12-24,unbekannt,6.0,132,695000,"Brüggmatteweg 1A, 3714 Frutigen, BE",BE,,,46.5835737,7.656915279452055
2022-12-24,unbekannt,5.5,159,3700000,"Pfannenstielstrasse 128, 8706 Meilen, ZH",ZH,,,47.27104985,8.654909941823252
2022-12-24,unbekannt,4.5,170,1950000,"Via Orselina 4, 6600 Muralto, TI",TI,,,46.1774723,8.8058361
2022-12-24,unbekannt,7.5,220,1495000,"Chemin des Crêtes 41, 1997 Haute-Nendaz, VS",VS,,,46.1832614,7.2906602
2022-12-24,unbekannt,4.5,123,1060000,"Sonnenrain 6, 6207 Nottwil, LU",LU,,,47.1376856,8.12909843613769
2022-12-24,unbekannt,4.5,120,730000,"Ringstrasse 1, 5413 Birmenstorf AG, AG",AG,,,47.4596762,8.2547085
2022-12-24,unbekannt,4.5,164,890000,"Rebhaldenstrasse 26, 8596 Scherzingen, TG",TG,,,47.633499900000004,9.222942000000003
2022-12-24,unbekannt,3.5,136,830000,"Solothurnstrasse 49, 3322 Urtenen-Schönbühl, BE",BE,,,47.026988,7.501047690297445
2022-12-24,unbekannt,1.5,80,495000,"Wasgenring 94, 4055 Basel, BS",BS,,,47.5599517,7.5643498
2022-12-24,unbekannt,5.5,122,650000,"Neumattweg 24, 4537 Wiedlisbach, BE",BE,,,47.24960565,7.649087175135201
2022-12-24,unbekannt,7.0,196,1997000,"Lerchenstrasse 2, 4059 Basel, BS",BS,,,47.5395779,7.587995
2022-12-24,unbekannt,4.5,134,935000,"Unterer Kanalweg 11, 3252 Worben, BE",BE,,,47.1054055,7.2930301
2022-12-24,unbekannt,4.5,116,750000,"Julia Gauss-Strasse 15, 4056 Basel, BS",BS,,,47.5672264,7.5649406
2022-12-24,unbekannt,4.5,105,790000,"Hauptstrasse 50, 4302 Augst BL, BL",BL,,,47.5351041,7.719027
2022-12-24,unbekannt,3.5,83,395000,"Untere Hardmatten 10, 4653 Obergösgen, SO",SO,,,47.36189775,7.946962814527272
2022-12-24,unbekannt,3.5,98,565000,"Vorderer Schermen 4, 3063 Ittigen, BE",BE,,,46.97359495,7.47678851705151
